['2013', '07', '02', '07', '09', '42', '0.550400', '0']
['2013', '07', '02', '07', '09', '43', '0.557056', '0']
['2013', '07', '02', '07', '09', '44', '0.563712', '0']
['2013', '07', '02', '07', '09', '45', '0.570368', '0']
['2013', '07', '02', '07', '09', '46', '0.577024', '0']
['2013', '07', '02', '07', '09', '47', '0.583680', '0']
['2013', '07', '02', '07', '09', '48', '0.590080', '0']
['2013', '07', '02', '07', '09', '49', '0.345344', '0']
['2013', '07', '02', '07', '09', '50', '0.352000', '0']
['2013', '07', '02', '07', '09', '51', '0.358656', '0']
['2013', '07', '02', '07', '09', '52', '0.365312', '0']
['2013', '07', '02', '07', '09', '53', '0.371968', '0']
['2013', '07', '02', '07', '09', '54', '0.378624', '0']
['2013', '07', '02', '07', '09', '55', '0.385024', '0']
['2013', '07', '02', '07', '09', '56', '0.391680', '0']
['2013', '07', '02', '07', '09', '57', '0.398336', '0']
['2013', '07', '02', '07', '09', '58', '0.404992', '0']
['2013', '07', '02', '07', '09', '59', '0.411648', '0']
['2013', '07', '02', '07', '10', '00', '0.418304', '0']
['2013', '07', '02', '07', '10', '01', '0.424960', '0']
['2013', '07', '02', '07', '10', '02', '0.431616', '0']
['2013', '07', '02', '07', '10', '03', '0.438272', '0']
['2013', '07', '02', '07', '10', '04', '0.444928', '0']
['2013', '07', '02', '07', '10', '05', '0.451584', '0']
['2013', '07', '02', '07', '10', '06', '0.458240', '0']
['2013', '07', '02', '07', '10', '07', '0.464896', '0']
['2013', '07', '02', '07', '10', '08', '0.471552', '0']
['2013', '07', '02', '07', '10', '09', '0.478208', '0']
['2013', '07', '02', '07', '10', '10', '0.484864', '0']
['2013', '07', '02', '07', '10', '11', '0.491520', '0']
['2013', '07', '02', '07', '10', '12', '0.498176', '0']
['2013', '07', '02', '07', '10', '13', '0.504576', '0']
['2013', '07', '02', '07', '10', '14', '0.511232', '0']
['2013', '07', '02', '07', '10', '15', '0.518144', '0']
['2013', '07', '02', '07', '10', '16', '0.524800', '0']
['2013', '07', '02', '07', '10', '17', '0.531200', '0']
['2013', '07', '02', '07', '10', '18', '0.537856', '0']
['2013', '07', '02', '07', '10', '19', '0.544512', '0']
['2013', '07', '02', '07', '10', '20', '0.551168', '0']
['2013', '07', '02', '07', '10', '21', '0.557824', '0']
['2013', '07', '02', '07', '10', '22', '0.564480', '0']
['2013', '07', '02', '07', '10', '23', '0.571136', '0']
['2013', '07', '02', '07', '10', '24', '0.577792', '0']
['2013', '07', '02', '07', '10', '25', '0.584448', '0']
['2013', '07', '02', '07', '10', '26', '0.591104', '0']
['2013', '07', '02', '07', '10', '27', '0.597504', '0']
['2013', '07', '02', '07', '10', '28', '0.604160', '0']
['2013', '07', '02', '07', '10', '29', '0.610816', '0']
['2013', '07', '02', '07', '10', '30', '0.617472', '0']
['2013', '07', '02', '07', '10', '31', '0.624128', '0']
['2013', '07', '02', '07', '10', '32', '0.630784', '0']
['2013', '07', '02', '07', '10', '33', '0.637440', '0']
['2013', '07', '02', '07', '10', '34', '0.644096', '0']
['2013', '07', '02', '07', '10', '35', '0.650752', '0']
['2013', '07', '02', '07', '10', '36', '0.657408', '0']
['2013', '07', '02', '07', '10', '37', '0.664064', '0']
['2013', '07', '02', '07', '10', '38', '0.670720', '0']
['2013', '07', '02', '07', '10', '39', '0.677376', '0']
['2013', '07', '02', '07', '10', '40', '0.684032', '0']
['2013', '07', '02', '07', '10', '41', '0.690688', '0']
['2013', '07', '02', '07', '10', '42', '0.697344', '0']
['2013', '07', '02', '07', '10', '43', '0.704000', '0']
['2013', '07', '02', '07', '10', '44', '0.710656', '0']
['2013', '07', '02', '07', '10', '45', '0.717056', '0']
['2013', '07', '02', '07', '10', '46', '0.723712', '0']
['2013', '07', '02', '07', '10', '47', '0.730368', '0']
['2013', '07', '02', '07', '10', '48', '0.737024', '0']
['2013', '07', '02', '07', '10', '49', '0.743680', '0']
['2013', '07', '02', '07', '10', '50', '0.750336', '0']
['2013', '07', '02', '07', '10', '51', '0.756992', '0']
['2013', '07', '02', '07', '10', '52', '0.763648', '0']
['2013', '07', '02', '07', '10', '53', '0.770304', '0']
['2013', '07', '02', '07', '10', '54', '0.776960', '0']
['2013', '07', '02', '07', '10', '55', '0.783616', '0']
['2013', '07', '02', '07', '10', '56', '0.790272', '0']
['2013', '07', '02', '07', '10', '57', '0.796928', '0']
['2013', '07', '02', '07', '10', '58', '0.803584', '0']
['2013', '07', '02', '07', '10', '59', '0.810240', '0']
['2013', '07', '02', '07', '11', '00', '0.816896', '0']
['2013', '07', '02', '07', '11', '01', '0.823552', '0']
['2013', '07', '02', '07', '11', '02', '0.830208', '0']
['2013', '07', '02', '07', '11', '03', '0.836864', '0']
['2013', '07', '02', '07', '11', '04', '0.843264', '0']
['2013', '07', '02', '07', '11', '05', '0.849920', '0']
['2013', '07', '02', '07', '11', '06', '0.856576', '0']
['2013', '07', '02', '07', '11', '07', '0.863232', '0']
['2013', '07', '02', '07', '11', '08', '0.869888', '0']
['2013', '07', '02', '07', '11', '09', '0.876544', '0']
['2013', '07', '02', '07', '11', '10', '0.883200', '0']
['2013', '07', '02', '07', '11', '11', '0.889856', '0']
['2013', '07', '02', '07', '11', '12', '0.896512', '0']
['2013', '07', '02', '07', '11', '13', '0.903168', '0']
['2013', '07', '02', '07', '11', '14', '0.909824', '0']
['2013', '07', '02', '07', '11', '15', '0.916480', '0']
['2013', '07', '02', '07', '11', '16', '0.923136', '0']
['2013', '07', '02', '07', '11', '17', '0.929792', '0']
['2013', '07', '02', '07', '11', '18', '0.936448', '0']
['2013', '07', '02', '07', '11', '19', '0.943104', '0']
['2013', '07', '02', '07', '11', '20', '0.949760', '0']
['2013', '07', '02', '07', '11', '21', '0.956160', '0']
['2013', '07', '02', '07', '11', '22', '0.962816', '0']
['2013', '07', '02', '07', '11', '23', '0.969472', '0']
['2013', '07', '02', '07', '11', '24', '0.976128', '0']
['2013', '07', '02', '07', '11', '25', '0.982784', '0']
['2013', '07', '02', '07', '11', '26', '0.989440', '0']
['2013', '07', '02', '07', '11', '27', '0.996096', '0']
['2013', '07', '02', '07', '11', '29', '0.002560', '0']
['2013', '07', '02', '07', '11', '30', '0.009216', '0']
['2013', '07', '02', '07', '11', '31', '0.015872', '0']
['2013', '07', '02', '07', '11', '32', '0.022528', '0']
['2013', '07', '02', '07', '11', '33', '0.029184', '0']
['2013', '07', '02', '07', '11', '34', '0.035840', '0']
['2013', '07', '02', '07', '11', '35', '0.042496', '0']
['2013', '07', '02', '07', '11', '36', '0.049152', '0']
['2013', '07', '02', '07', '11', '37', '0.055808', '0']
['2013', '07', '02', '07', '11', '38', '0.062464', '0']
['2013', '07', '02', '07', '11', '39', '0.069120', '0']
['2013', '07', '02', '07', '11', '40', '0.075776', '0']
['2013', '07', '02', '07', '11', '41', '0.082432', '0']
['2013', '07', '02', '07', '11', '42', '0.089088', '0']
['2013', '07', '02', '07', '11', '43', '0.095744', '0']
['2013', '07', '02', '07', '11', '44', '0.102400', '0']
['2013', '07', '02', '07', '11', '45', '0.109056', '0']
['2013', '07', '02', '07', '11', '46', '0.115456', '0']
['2013', '07', '02', '07', '11', '47', '0.122112', '0']
['2013', '07', '02', '07', '11', '48', '0.128768', '0']
['2013', '07', '02', '07', '11', '49', '0.135424', '0']
['2013', '07', '02', '07', '11', '50', '0.142080', '0']
['2013', '07', '02', '07', '11', '51', '0.148736', '0']
['2013', '07', '02', '07', '11', '52', '0.155392', '0']
['2013', '07', '02', '07', '11', '53', '0.162048', '0']
['2013', '07', '02', '07', '11', '54', '0.168704', '0']
['2013', '07', '02', '07', '11', '55', '0.175360', '0']
['2013', '07', '02', '07', '11', '56', '0.182016', '0']
['2013', '07', '02', '07', '11', '57', '0.188672', '0']
['2013', '07', '02', '07', '11', '58', '0.195328', '0']
['2013', '07', '02', '07', '11', '59', '0.201984', '0']
['2013', '07', '02', '07', '12', '00', '0.208640', '0']
['2013', '07', '02', '07', '12', '01', '0.215296', '0']
['2013', '07', '02', '07', '12', '02', '0.221952', '0']
['2013', '07', '02', '07', '12', '03', '0.228608', '0']
['2013', '07', '02', '07', '12', '04', '0.235264', '0']
['2013', '07', '02', '07', '12', '05', '0.241664', '0']
['2013', '07', '02', '07', '12', '06', '0.248320', '0']
['2013', '07', '02', '07', '12', '07', '0.254976', '0']
['2013', '07', '02', '07', '12', '08', '0.261632', '0']
['2013', '07', '02', '07', '12', '09', '0.268288', '0']
['2013', '07', '02', '07', '12', '10', '0.274944', '0']
['2013', '07', '02', '07', '12', '11', '0.281600', '0']
['2013', '07', '02', '07', '12', '12', '0.288256', '0']
['2013', '07', '02', '07', '12', '13', '0.294912', '0']
['2013', '07', '02', '07', '12', '14', '0.301568', '0']
['2013', '07', '02', '07', '12', '15', '0.308224', '0']
['2013', '07', '02', '07', '12', '16', '0.314624', '0']
['2013', '07', '02', '07', '12', '17', '0.321280', '0']
['2013', '07', '02', '07', '12', '18', '0.327936', '0']
['2013', '07', '02', '07', '12', '19', '0.334592', '0']
['2013', '07', '02', '07', '12', '20', '0.341248', '0']
['2013', '07', '02', '07', '12', '21', '0.347904', '0']
['2013', '07', '02', '07', '12', '22', '0.354560', '0']
['2013', '07', '02', '07', '12', '23', '0.361216', '0']
['2013', '07', '02', '07', '12', '24', '0.367872', '0']
['2013', '07', '02', '07', '12', '25', '0.374528', '0']
['2013', '07', '02', '07', '12', '26', '0.381184', '0']
['2013', '07', '02', '07', '12', '27', '0.387840', '0']
['2013', '07', '02', '07', '12', '28', '0.394496', '0']
['2013', '07', '02', '07', '12', '29', '0.401152', '0']
['2013', '07', '02', '07', '12', '30', '0.407808', '0']
['2013', '07', '02', '07', '12', '31', '0.414464', '0']
['2013', '07', '02', '07', '12', '32', '0.421120', '0']
['2013', '07', '02', '07', '12', '33', '0.427776', '0']
['2013', '07', '02', '07', '12', '34', '0.434176', '0']
['2013', '07', '02', '07', '12', '35', '0.440832', '0']
['2013', '07', '02', '07', '12', '36', '0.447488', '0']
['2013', '07', '02', '07', '12', '37', '0.454144', '0']
['2013', '07', '02', '07', '12', '38', '0.460800', '0']
['2013', '07', '02', '07', '12', '39', '0.718848', '0']
['2013', '07', '02', '07', '12', '40', '0.725504', '0']
['2013', '07', '02', '07', '12', '41', '0.732160', '0']
['2013', '07', '02', '07', '12', '42', '0.738816', '0']
['2013', '07', '02', '07', '12', '43', '0.745472', '0']
['2013', '07', '02', '07', '12', '44', '0.752128', '0']
['2013', '07', '02', '07', '12', '45', '0.758784', '0']
['2013', '07', '02', '07', '12', '46', '0.765440', '0']
['2013', '07', '02', '07', '12', '47', '0.772096', '0']
['2013', '07', '02', '07', '12', '48', '0.778752', '0']
['2013', '07', '02', '07', '12', '49', '0.785408', '0']
['2013', '07', '02', '07', '12', '50', '0.792064', '0']
['2013', '07', '02', '07', '12', '51', '0.798720', '0']
['2013', '07', '02', '07', '12', '52', '0.805120', '0']
['2013', '07', '02', '07', '12', '53', '0.811776', '0']
['2013', '07', '02', '07', '12', '54', '0.818432', '0']
['2013', '07', '02', '07', '12', '55', '0.825088', '0']
['2013', '07', '02', '07', '12', '56', '0.831744', '0']
['2013', '07', '02', '07', '12', '57', '0.838400', '0']
['2013', '07', '02', '07', '12', '58', '0.845056', '0']
['2013', '07', '02', '07', '12', '59', '0.851712', '0']
['2013', '07', '02', '07', '13', '00', '0.858368', '0']
['2013', '07', '02', '07', '13', '01', '0.865024', '0']
['2013', '07', '02', '07', '13', '02', '0.871680', '0']
['2013', '07', '02', '07', '13', '03', '0.878336', '0']
['2013', '07', '02', '07', '13', '04', '0.884992', '0']
['2013', '07', '02', '07', '13', '05', '0.891648', '0']
['2013', '07', '02', '07', '13', '06', '0.898048', '0']
['2013', '07', '02', '07', '13', '07', '0.904704', '0']
['2013', '07', '02', '07', '13', '08', '0.911360', '0']
['2013', '07', '02', '07', '13', '09', '0.918016', '0']
['2013', '07', '02', '07', '13', '10', '0.924672', '0']
['2013', '07', '02', '07', '13', '11', '0.931328', '0']
['2013', '07', '02', '07', '13', '12', '0.937984', '0']
['2013', '07', '02', '07', '13', '13', '0.944640', '0']
['2013', '07', '02', '07', '13', '14', '0.951296', '0']
['2013', '07', '02', '07', '13', '15', '0.957952', '0']
['2013', '07', '02', '07', '13', '16', '0.964608', '0']
['2013', '07', '02', '07', '13', '17', '0.971264', '0']
['2013', '07', '02', '07', '13', '18', '0.977920', '0']
['2013', '07', '02', '07', '13', '19', '0.984320', '0']
['2013', '07', '02', '07', '13', '20', '0.990976', '0']
['2013', '07', '02', '07', '13', '21', '0.997632', '0']
['2013', '07', '02', '07', '13', '23', '0.004352', '0']
['2013', '07', '02', '07', '13', '24', '0.011008', '0']
['2013', '07', '02', '07', '13', '25', '0.017664', '0']
['2013', '07', '02', '07', '13', '26', '0.024320', '0']
['2013', '07', '02', '07', '13', '27', '0.030976', '0']
['2013', '07', '02', '07', '13', '28', '0.037632', '0']
['2013', '07', '02', '07', '13', '29', '0.044288', '0']
['2013', '07', '02', '07', '13', '30', '0.050944', '0']
['2013', '07', '02', '07', '13', '31', '0.057600', '0']
['2013', '07', '02', '07', '13', '32', '0.064000', '0']
['2013', '07', '02', '07', '13', '33', '0.070656', '0']
['2013', '07', '02', '07', '13', '34', '0.077312', '0']
['2013', '07', '02', '07', '13', '35', '0.083968', '0']
['2013', '07', '02', '07', '13', '36', '0.090624', '0']
['2013', '07', '02', '07', '13', '37', '0.097280', '0']
['2013', '07', '02', '07', '13', '38', '0.103936', '0']
['2013', '07', '02', '07', '13', '39', '0.110592', '0']
['2013', '07', '02', '07', '13', '40', '0.117248', '0']
['2013', '07', '02', '07', '13', '41', '0.123904', '0']
['2013', '07', '02', '07', '13', '42', '0.130560', '0']
['2013', '07', '02', '07', '13', '43', '0.137216', '0']
['2013', '07', '02', '07', '13', '44', '0.143616', '0']
['2013', '07', '02', '07', '13', '45', '0.150272', '0']
['2013', '07', '02', '07', '13', '46', '0.156928', '0']
['2013', '07', '02', '07', '13', '47', '0.163584', '0']
['2013', '07', '02', '07', '13', '48', '0.170240', '0']
['2013', '07', '02', '07', '13', '49', '0.176896', '0']
['2013', '07', '02', '07', '13', '50', '0.183552', '0']
['2013', '07', '02', '07', '13', '51', '0.190208', '0']
['2013', '07', '02', '07', '13', '52', '0.448768', '0']
['2013', '07', '02', '07', '13', '53', '0.455424', '0']
['2013', '07', '02', '07', '13', '54', '0.461824', '0']
['2013', '07', '02', '07', '13', '55', '0.468736', '0']
['2013', '07', '02', '07', '13', '56', '0.475136', '0']
['2013', '07', '02', '07', '13', '57', '0.481792', '0']
['2013', '07', '02', '07', '13', '58', '0.488448', '0']
['2013', '07', '02', '07', '13', '59', '0.495104', '0']
['2013', '07', '02', '07', '14', '00', '0.501760', '0']
['2013', '07', '02', '07', '14', '01', '0.508416', '0']
['2013', '07', '02', '07', '14', '02', '0.515072', '0']
['2013', '07', '02', '07', '14', '03', '0.269824', '0']
['2013', '07', '02', '07', '14', '04', '0.276480', '0']
['2013', '07', '02', '07', '14', '05', '0.283136', '0']
['2013', '07', '02', '07', '14', '06', '0.289792', '0']
['2013', '07', '02', '07', '14', '07', '0.296448', '0']
['2013', '07', '02', '07', '14', '08', '0.303104', '0']
['2013', '07', '02', '07', '14', '09', '0.309760', '0']
['2013', '07', '02', '07', '14', '10', '0.316416', '0']
['2013', '07', '02', '07', '14', '11', '0.322816', '0']
['2013', '07', '02', '07', '14', '12', '0.329472', '0']
['2013', '07', '02', '07', '14', '13', '0.336128', '0']
['2013', '07', '02', '07', '14', '14', '0.342784', '0']
['2013', '07', '02', '07', '14', '15', '0.349440', '0']
['2013', '07', '02', '07', '14', '16', '0.356096', '0']
['2013', '07', '02', '07', '14', '17', '0.362752', '0']
['2013', '07', '02', '07', '14', '18', '0.369408', '0']
['2013', '07', '02', '07', '14', '19', '0.376064', '0']
['2013', '07', '02', '07', '14', '20', '0.382720', '0']
['2013', '07', '02', '07', '14', '21', '0.389376', '0']
['2013', '07', '02', '07', '14', '22', '0.396032', '0']
['2013', '07', '02', '07', '14', '23', '0.402688', '0']
['2013', '07', '02', '07', '14', '24', '0.409344', '0']
['2013', '07', '02', '07', '14', '25', '0.415744', '0']
['2013', '07', '02', '07', '14', '26', '0.422400', '0']
['2013', '07', '02', '07', '14', '27', '0.429056', '0']
['2013', '07', '02', '07', '14', '28', '0.435712', '0']
['2013', '07', '02', '07', '14', '29', '0.442368', '0']
['2013', '07', '02', '07', '14', '30', '0.449024', '0']
['2013', '07', '02', '07', '14', '31', '0.455680', '0']
['2013', '07', '02', '07', '14', '32', '0.462336', '0']
['2013', '07', '02', '07', '14', '33', '0.468992', '0']
['2013', '07', '02', '07', '14', '34', '0.475648', '0']
['2013', '07', '02', '07', '14', '35', '0.230656', '0']
['2013', '07', '02', '07', '14', '36', '0.237312', '0']
['2013', '07', '02', '07', '14', '37', '0.243968', '0']
['2013', '07', '02', '07', '14', '38', '0.250624', '0']
['2013', '07', '02', '07', '14', '39', '0.257280', '0']
['2013', '07', '02', '07', '14', '40', '0.263936', '0']
['2013', '07', '02', '07', '14', '41', '0.270592', '0']
['2013', '07', '02', '07', '14', '42', '0.277248', '0']
['2013', '07', '02', '07', '14', '43', '0.283904', '0']
['2013', '07', '02', '07', '14', '44', '0.290560', '0']
['2013', '07', '02', '07', '14', '45', '0.297216', '0']
['2013', '07', '02', '07', '14', '46', '0.303616', '0']
['2013', '07', '02', '07', '14', '47', '0.310272', '0']
['2013', '07', '02', '07', '14', '48', '0.316928', '0']
['2013', '07', '02', '07', '14', '49', '0.323584', '0']
['2013', '07', '02', '07', '14', '50', '0.330240', '0']
['2013', '07', '02', '07', '14', '51', '0.336896', '0']
['2013', '07', '02', '07', '14', '52', '0.343552', '0']
['2013', '07', '02', '07', '14', '53', '0.350208', '0']
['2013', '07', '02', '07', '14', '54', '0.356864', '0']
['2013', '07', '02', '07', '14', '55', '0.363520', '0']
['2013', '07', '02', '07', '14', '56', '0.370176', '0']
['2013', '07', '02', '07', '14', '57', '0.376832', '0']
['2013', '07', '02', '07', '14', '58', '0.634880', '0']
['2013', '07', '02', '07', '14', '59', '0.641536', '0']
['2013', '07', '02', '07', '15', '00', '0.648192', '0']
['2013', '07', '02', '07', '15', '01', '0.654848', '0']
['2013', '07', '02', '07', '15', '02', '0.913152', '0']
['2013', '07', '02', '07', '15', '03', '0.919808', '0']
['2013', '07', '02', '07', '15', '04', '0.926464', '0']
['2013', '07', '02', '07', '15', '05', '0.933120', '0']
['2013', '07', '02', '07', '15', '06', '0.939776', '0']
['2013', '07', '02', '07', '15', '07', '0.946432', '0']
['2013', '07', '02', '07', '15', '08', '0.953088', '0']
['2013', '07', '02', '07', '15', '09', '0.959744', '0']
['2013', '07', '02', '07', '15', '10', '0.966400', '0']
['2013', '07', '02', '07', '15', '11', '0.973056', '0']
['2013', '07', '02', '07', '15', '12', '0.979712', '0']
['2013', '07', '02', '07', '15', '13', '0.986112', '0']
['2013', '07', '02', '07', '15', '14', '0.992768', '0']
['2013', '07', '02', '07', '15', '15', '0.999680', '0']
['2013', '07', '02', '07', '15', '17', '0.006144', '0']
['2013', '07', '02', '07', '15', '18', '0.012800', '0']
['2013', '07', '02', '07', '15', '19', '0.019456', '0']
['2013', '07', '02', '07', '15', '20', '0.026112', '0']
['2013', '07', '02', '07', '15', '21', '0.032768', '0']
['2013', '07', '02', '07', '15', '22', '0.039424', '0']
['2013', '07', '02', '07', '15', '23', '0.046080', '0']
['2013', '07', '02', '07', '15', '24', '0.052736', '0']
['2013', '07', '02', '07', '15', '25', '0.059392', '0']
['2013', '07', '02', '07', '15', '26', '0.065792', '0']
['2013', '07', '02', '07', '15', '27', '0.072448', '0']
['2013', '07', '02', '07', '15', '28', '0.079104', '0']
['2013', '07', '02', '07', '15', '29', '0.085760', '0']
['2013', '07', '02', '07', '15', '30', '0.092416', '0']
['2013', '07', '02', '07', '15', '31', '0.099072', '0']
['2013', '07', '02', '07', '15', '32', '0.105728', '0']
['2013', '07', '02', '07', '15', '33', '0.112384', '0']
['2013', '07', '02', '07', '15', '34', '0.119040', '0']
['2013', '07', '02', '07', '15', '35', '0.125696', '0']
['2013', '07', '02', '07', '15', '36', '0.132352', '0']
['2013', '07', '02', '07', '15', '37', '0.139008', '0']
['2013', '07', '02', '07', '15', '38', '0.145664', '0']
['2013', '07', '02', '07', '15', '39', '0.152320', '0']
['2013', '07', '02', '07', '15', '40', '0.158976', '0']
['2013', '07', '02', '07', '15', '41', '0.165376', '0']
['2013', '07', '02', '07', '15', '42', '0.172032', '0']
['2013', '07', '02', '07', '15', '43', '0.178688', '0']
['2013', '07', '02', '07', '15', '44', '0.185344', '0']
['2013', '07', '02', '07', '15', '45', '0.192000', '0']
['2013', '07', '02', '07', '15', '46', '0.198656', '0']
['2013', '07', '02', '07', '15', '47', '0.456704', '0']
['2013', '07', '02', '07', '15', '48', '0.463360', '0']
['2013', '07', '02', '07', '15', '49', '0.470016', '0']
['2013', '07', '02', '07', '15', '50', '0.476672', '0']
['2013', '07', '02', '07', '15', '51', '0.483328', '0']
['2013', '07', '02', '07', '15', '52', '0.489984', '0']
['2013', '07', '02', '07', '15', '53', '0.496640', '0']
['2013', '07', '02', '07', '15', '54', '0.503296', '0']
['2013', '07', '02', '07', '15', '55', '0.509952', '0']
['2013', '07', '02', '07', '15', '56', '0.516608', '0']
['2013', '07', '02', '07', '15', '57', '0.523264', '0']
['2013', '07', '02', '07', '15', '58', '0.529664', '0']
['2013', '07', '02', '07', '15', '59', '0.536320', '0']
['2013', '07', '02', '07', '16', '00', '0.542976', '0']
['2013', '07', '02', '07', '16', '01', '0.549632', '0']
['2013', '07', '02', '07', '16', '02', '0.556288', '0']
['2013', '07', '02', '07', '16', '03', '0.562944', '0']
['2013', '07', '02', '07', '16', '04', '0.569600', '0']
['2013', '07', '02', '07', '16', '05', '0.576256', '0']
['2013', '07', '02', '07', '16', '06', '0.582912', '0']
['2013', '07', '02', '07', '16', '07', '0.589568', '0']
['2013', '07', '02', '07', '16', '08', '0.596224', '0']
['2013', '07', '02', '07', '16', '09', '0.602880', '0']
['2013', '07', '02', '07', '16', '10', '0.609280', '0']
['2013', '07', '02', '07', '16', '11', '0.615936', '0']
['2013', '07', '02', '07', '16', '12', '0.622592', '0']
['2013', '07', '02', '07', '16', '13', '0.629248', '0']
['2013', '07', '02', '07', '16', '14', '0.635904', '0']
['2013', '07', '02', '07', '16', '15', '0.642560', '0']
['2013', '07', '02', '07', '16', '16', '0.649216', '0']
['2013', '07', '02', '07', '16', '17', '0.655872', '0']
['2013', '07', '02', '07', '16', '18', '0.662528', '0']
['2013', '07', '02', '07', '16', '19', '0.669184', '0']
['2013', '07', '02', '07', '16', '20', '0.927744', '0']
['2013', '07', '02', '07', '16', '21', '0.934400', '0']
['2013', '07', '02', '07', '16', '22', '0.940800', '0']
['2013', '07', '02', '07', '16', '23', '0.947456', '0']
['2013', '07', '02', '07', '16', '24', '0.954112', '0']
['2013', '07', '02', '07', '16', '25', '0.960768', '0']
['2013', '07', '02', '07', '16', '26', '0.967424', '0']
['2013', '07', '02', '07', '16', '27', '0.974080', '0']
['2013', '07', '02', '07', '16', '28', '0.980736', '0']
['2013', '07', '02', '07', '16', '29', '0.987392', '0']
['2013', '07', '02', '07', '16', '30', '0.994048', '0']
['2013', '07', '02', '07', '16', '32', '0.000512', '0']
['2013', '07', '02', '07', '16', '33', '0.007168', '0']
['2013', '07', '02', '07', '16', '34', '0.013824', '0']
['2013', '07', '02', '07', '16', '35', '0.020480', '0']
['2013', '07', '02', '07', '16', '36', '0.027136', '0']
['2013', '07', '02', '07', '16', '37', '0.033792', '0']
['2013', '07', '02', '07', '16', '38', '0.040448', '0']
['2013', '07', '02', '07', '16', '39', '0.047104', '0']
['2013', '07', '02', '07', '16', '40', '0.053760', '0']
['2013', '07', '02', '07', '16', '41', '0.060416', '0']
['2013', '07', '02', '07', '16', '42', '0.067072', '0']
['2013', '07', '02', '07', '16', '43', '0.073728', '0']
['2013', '07', '02', '07', '16', '44', '0.080384', '0']
['2013', '07', '02', '07', '16', '45', '0.087040', '0']
['2013', '07', '02', '07', '16', '46', '0.093696', '0']
['2013', '07', '02', '07', '16', '47', '0.100352', '0']
['2013', '07', '02', '07', '16', '48', '0.107008', '0']
['2013', '07', '02', '07', '16', '49', '0.113408', '0']
['2013', '07', '02', '07', '16', '50', '0.120064', '0']
['2013', '07', '02', '07', '16', '51', '0.126720', '0']
['2013', '07', '02', '07', '16', '52', '0.133376', '0']
['2013', '07', '02', '07', '16', '53', '0.140032', '0']
['2013', '07', '02', '07', '16', '54', '0.146688', '0']
['2013', '07', '02', '07', '16', '55', '0.153344', '0']
['2013', '07', '02', '07', '16', '56', '0.160000', '0']
['2013', '07', '02', '07', '16', '57', '0.166656', '0']
['2013', '07', '02', '07', '16', '58', '0.173312', '0']
['2013', '07', '02', '07', '16', '59', '0.179968', '0']
['2013', '07', '02', '07', '17', '00', '0.186624', '0']
['2013', '07', '02', '07', '17', '01', '0.193280', '0']
['2013', '07', '02', '07', '17', '02', '0.199936', '0']
['2013', '07', '02', '07', '17', '03', '0.206592', '0']
['2013', '07', '02', '07', '17', '04', '0.213248', '0']
['2013', '07', '02', '07', '17', '05', '0.219904', '0']
['2013', '07', '02', '07', '17', '06', '0.226560', '0']
['2013', '07', '02', '07', '17', '07', '0.232960', '0']
['2013', '07', '02', '07', '17', '08', '0.239616', '0']
['2013', '07', '02', '07', '17', '09', '0.246272', '0']
['2013', '07', '02', '07', '17', '10', '0.252928', '0']
['2013', '07', '02', '07', '17', '11', '0.259584', '0']
['2013', '07', '02', '07', '17', '12', '0.266240', '0']
['2013', '07', '02', '07', '17', '13', '0.272896', '0']
['2013', '07', '02', '07', '17', '14', '0.279552', '0']
['2013', '07', '02', '07', '17', '15', '0.286208', '0']
['2013', '07', '02', '07', '17', '16', '0.292864', '0']
['2013', '07', '02', '07', '17', '17', '0.299520', '0']
['2013', '07', '02', '07', '17', '18', '0.306176', '0']
['2013', '07', '02', '07', '17', '19', '0.312832', '0']
['2013', '07', '02', '07', '17', '20', '0.319488', '0']
['2013', '07', '02', '07', '17', '21', '0.326144', '0']
['2013', '07', '02', '07', '17', '22', '0.332800', '0']
['2013', '07', '02', '07', '17', '23', '0.339456', '0']
['2013', '07', '02', '07', '17', '24', '0.346112', '0']
['2013', '07', '02', '07', '17', '25', '0.352768', '0']
['2013', '07', '02', '07', '17', '26', '0.359168', '0']
['2013', '07', '02', '07', '17', '27', '0.365824', '0']
['2013', '07', '02', '07', '17', '28', '0.372480', '0']
['2013', '07', '02', '07', '17', '29', '0.379136', '0']
['2013', '07', '02', '07', '17', '30', '0.385792', '0']
['2013', '07', '02', '07', '17', '31', '0.392448', '0']
['2013', '07', '02', '07', '17', '32', '0.399104', '0']
['2013', '07', '02', '07', '17', '33', '0.405760', '0']
['2013', '07', '02', '07', '17', '34', '0.412416', '0']
['2013', '07', '02', '07', '17', '35', '0.419072', '0']
['2013', '07', '02', '07', '17', '36', '0.425728', '0']
['2013', '07', '02', '07', '17', '37', '0.432384', '0']
['2013', '07', '02', '07', '17', '38', '0.439040', '0']
['2013', '07', '02', '07', '17', '39', '0.445696', '0']
['2013', '07', '02', '07', '17', '40', '0.452352', '0']
['2013', '07', '02', '07', '17', '41', '0.459008', '0']
['2013', '07', '02', '07', '17', '42', '0.465664', '0']
['2013', '07', '02', '07', '17', '43', '0.472320', '0']
['2013', '07', '02', '07', '17', '44', '0.478976', '0']
['2013', '07', '02', '07', '17', '45', '0.485632', '0']
['2013', '07', '02', '07', '17', '46', '0.492032', '0']
['2013', '07', '02', '07', '17', '47', '0.498688', '0']
